FrameIndex,TimeSec,LevelIndex,CPU_Frame_Total,CPU_Update_Total,CPU_Render_Total,CPU_BeginDraw,CPU_Draw_Total,CPU_Renderer_Draw,CPU_Level_Render,CPU_Present,CPU_Render_Priority,CPU_Render_Shadow,CPU_Render_NonBlend,CPU_Render_OutlineMask,CPU_Render_Lights,CPU_Render_Combined,CPU_Render_PostProcess,CPU_Render_NonLight,CPU_Render_Blend,CPU_Render_UI,CPU_Render_Debug,CPU_RenderProfile_BindAndDraw,CPU_Model_BindBoneMatrices,CPU_Mesh_BindBoneMatrices,CPU_Model_BindMaterial,CPU_Draw_Text,CPU_Render_ProfilerOverlay,GPU_Frame_Total,GPU_Render_Shadow,GPU_Render_NonBlend,GPU_Render_Lights,GPU_Render_Combined,GPU_Render_Blend,GPU_Render_UI,DrawCalls_Total,DrawCalls_Shadow,DrawCalls_NonBlend,Triangles_Total,Triangles_Shadow,Triangles_NonBlend,Objects_Shadow,Objects_NonBlend,ShaderBeginCount,MaterialBindCount,TextureBindCount,TextDrawCalls
95,1.44414,3,15.8299,2.8895,12.9366,0.0023,12.5183,12.0248,0.488,0.413,0.0223,3.1556,5.651,3.0038,0.0407,0.0304,0.0177,0.0006,0.0022,0.0026,0.0896,5.0443,3.9227,3.8613,0.3411,0.1545,0,2.66064,1.31028,1.05176,0.13248,0.06912,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
96,1.46078,3,15.9932,3.3228,12.666,0.0023,12.3742,11.9988,0.371,0.2862,0.0248,3.8677,5.1784,2.7573,0.0423,0.0293,0.0178,0.0007,0.0019,0.0024,0.0685,4.5584,3.837,3.78,0.3495,0.0626,0,2.61228,2.05792,0.26728,0.1278,0.06712,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
97,1.47653,3,14.9282,3.5363,11.3882,0.0023,11.0616,10.6906,0.366,0.3214,0.0241,3.1273,4.4813,2.9044,0.0394,0.0281,0.0158,0.0006,0.0018,0.0019,0.059,3.9458,3.6041,3.5525,0.2591,0.0663,0,3.22704,2.66464,0.27108,0.1298,0.06764,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
98,1.49177,3,14.7016,3.2544,11.4436,0.0025,11.0459,10.7125,0.3279,0.3922,0.0256,4.0147,3.738,2.7725,0.0393,0.031,0.0183,0.0005,0.0024,0.0019,0.0592,3.2024,3.6671,3.6077,0.2522,0.0572,0,2.53044,1.99564,0.25636,0.12344,0.0654,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
99,1.50884,3,16.3456,3.3038,13.0379,0.0028,12.6776,12.2458,0.4255,0.3538,0.0319,4.1764,4.7438,3.1151,0.0432,0.0246,0.0156,0.0006,0.0071,0.0022,0.0771,4.1521,4.011,3.9466,0.2816,0.0845,0,2.03836,1.30384,0.41876,0.13068,0.06872,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
100,1.52594,3,16.5276,2.9257,13.5982,0.0024,13.2875,12.9718,0.3111,0.3054,0.0227,3.8538,5.1124,3.8218,0.0454,0.0374,0.0141,0.0006,0.0016,0.0017,0.0532,4.4734,4.3532,4.2832,0.371,0.048,0,2.46776,1.93928,0.25588,0.12,0.06412,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
101,1.5407,3,14.1856,2.5968,11.5851,0.0023,11.252,11.0035,0.2436,0.3275,0.0262,3.6128,4.8324,2.4298,0.0229,0.0181,0.0112,0.0003,0.0013,0.0013,0.0417,4.2979,3.9778,3.9147,0.3138,0.0418,0,2.4266,1.20104,0.95684,0.119,0.06392,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
102,1.55271,3,11.5379,2.3136,9.2208,0.002,8.9829,8.7385,0.2402,0.2332,0.0217,2.7641,3.4591,2.3821,0.027,0.0224,0.0117,0.0004,0.0015,0.0014,0.0414,2.9678,3.1969,3.1583,0.2075,0.045,0,1.71,1.20196,0.2338,0.12208,0.06508,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
103,1.56761,3,14.3265,2.8445,11.4783,0.0022,11.2175,10.9809,0.2319,0.2558,0.0251,3.1638,4.9417,2.7219,0.0326,0.0215,0.0139,0.0005,0.0021,0.0064,0.0449,4.2582,3.4753,3.423,0.3834,0.0414,0,1.93144,1.30164,0.3318,0.13216,0.06956,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
104,1.58439,3,16.3331,2.9329,13.3965,0.0023,13.1144,12.8044,0.305,0.2769,0.024,4.6856,4.3902,3.5165,0.0297,0.0256,0.0166,0.0098,0.0219,0.0127,0.0554,3.8447,4.046,3.9859,0.329,0.054,0,2.64772,1.3128,1.04036,0.1324,0.0682,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
105,1.59965,3,14.8261,2.3488,12.4739,0.0021,12.095,11.719,0.3714,0.3741,0.0219,4.0963,4.4235,2.9266,0.0348,0.0257,0.0262,0.0083,0.0099,0.0015,0.1312,3.7867,3.4781,3.4309,0.3043,0.0532,0,2.6918,1.30796,1.08692,0.13288,0.0692,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
106,1.61532,3,15.1294,2.9609,12.1651,0.0023,11.782,11.4288,0.3477,0.3779,0.0243,2.7932,3.9706,4.465,0.0383,0.0355,0.0213,0.0007,0.0025,0.002,0.0675,3.4215,3.7681,3.7171,0.2504,0.0497,0,1.88416,1.31516,0.27352,0.13252,0.06844,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
107,1.63109,3,15.3287,3.7326,11.5928,0.0024,11.2877,10.9424,0.3405,0.2999,0.0227,2.7317,4.5792,3.4571,0.0361,0.028,0.0167,0.0007,0.0022,0.0021,0.059,4.0299,3.5297,3.4869,0.2776,0.0587,0,2.75068,2.17588,0.27496,0.13228,0.0694,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
108,1.64614,3,14.5712,2.713,11.855,0.002,11.5645,11.2534,0.3066,0.2855,0.0207,3.5332,3.7808,3.8043,0.0287,0.0217,0.0121,0.0005,0.0014,0.0013,0.0433,3.3052,3.4004,3.3551,0.2114,0.0553,0,2.55008,1.2088,1.07084,0.1202,0.06412,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
109,1.66181,3,15.0956,2.8217,12.2704,0.0021,12.032,11.8041,0.2242,0.2337,0.0247,3.9779,4.0485,3.6534,0.023,0.0178,0.0112,0.0004,0.0013,0.0013,0.0391,3.5327,3.6225,3.567,0.2815,0.0393,0,2.30636,1.80208,0.24536,0.11436,0.06192,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
110,1.67476,3,12.308,2.1401,10.1641,0.002,9.9093,9.5586,0.3459,0.2501,0.0198,2.7106,3.7261,2.9294,0.0379,0.0343,0.0171,0.0009,0.002,0.0015,0.072,3.1878,3.4599,3.4144,0.2393,0.0539,0,1.6528,1.16552,0.22616,0.11472,0.06264,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
111,1.68945,3,14.2645,2.7746,11.4866,0.0022,11.241,10.8979,0.3383,0.2406,0.0205,3.2855,4.2837,3.1681,0.0351,0.0264,0.0156,0.0007,0.0026,0.002,0.051,3.7743,3.4462,3.4036,0.2347,0.0573,0,2.71256,2.13848,0.27656,0.13256,0.06928,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
112,1.70529,3,15.3684,2.7153,12.6492,0.0021,12.323,11.957,0.3613,0.3207,0.0512,4.2181,3.578,3.9955,0.0267,0.0191,0.0111,0.0004,0.0016,0.0015,0.0481,3.0795,3.743,3.691,0.2265,0.0463,0,2.582,1.25724,0.23916,0.12588,0.06624,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
113,1.72267,3,16.8604,2.96,13.8964,0.0023,13.2894,12.9326,0.3514,0.6011,0.0246,4.567,4.2104,4.015,0.0304,0.0197,0.012,0.0005,0.0014,0.0014,0.0438,3.6216,4.2013,4.1246,0.2828,0.0667,0,1.95444,1.21748,0.38144,0.12048,0.12584,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
114,1.73909,3,15.9109,3.0925,12.8147,0.0024,12.4792,12.2056,0.2692,0.3301,0.0226,3.801,4.3826,3.8644,0.0391,0.0235,0.0128,0.0006,0.002,0.0019,0.0485,3.8372,3.7242,3.6662,0.3006,0.044,0,2.47084,1.93672,0.2606,0.12052,0.06476,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
115,1.75485,3,15.1996,2.5797,12.616,0.0025,12.318,12.0796,0.2338,0.2925,0.0241,3.6134,4.6539,3.6832,0.0241,0.0193,0.0121,0.0004,0.0015,0.0013,0.0408,4.0619,3.6723,3.6091,0.2801,0.0421,0,2.39336,1.87624,0.25256,0.11672,0.06284,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
116,1.76664,3,11.3114,2.3426,8.9655,0.0019,8.6821,8.4722,0.2062,0.279,0.0221,2.6729,3.3583,2.332,0.0179,0.0161,0.0094,0.0003,0.0013,0.001,0.0362,2.8881,3.0844,3.0491,0.1972,0.0351,0,1.60876,1.13184,0.2218,0.11168,0.0612,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
117,1.78127,3,14.1629,2.6058,11.553,0.0026,11.2672,10.7665,0.4957,0.2799,0.0262,3.2242,3.801,3.6024,0.026,0.0195,0.0116,0.0008,0.0015,0.0017,0.0464,3.275,3.8109,3.7571,0.2423,0.0446,0,1.92456,1.29924,0.32716,0.13244,0.0698,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
118,1.79652,3,14.7784,1.9784,12.7967,0.0022,12.4241,11.7362,0.663,0.3647,0.0227,4.3027,4.5994,2.7016,0.0304,0.0178,0.0114,0.0005,0.0015,0.0016,0.0412,4.0706,3.549,3.4985,0.2686,0.1324,0,2.69156,2.0888,0.28416,0.13244,0.06892,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
119,1.81195,3,14.7599,2.9365,11.82,0.0029,11.4452,11.1442,0.2959,0.3685,0.0272,2.7826,3.8283,4.3909,0.033,0.0191,0.0108,0.0005,0.0014,0.0016,0.0427,3.2911,3.3865,3.3408,0.2616,0.0482,0,2.79168,2.07952,0.28044,0.13224,0.18112,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
120,1.82799,3,15.5295,3.7462,11.7792,0.0028,11.3069,10.9485,0.3527,0.4661,0.0256,2.9603,4.4258,3.3764,0.0379,0.0288,0.0174,0.0006,0.0018,0.003,0.0638,3.8962,3.3584,3.315,0.2688,0.0629,0,2.6628,2.08264,0.2842,0.13192,0.0688,0,4e-05,317,159,97,645630,403747,205372,9,11,317,501,521,1
121,1.84374,3,15.1322,2.6171,12.5113,0.0026,12.0884,11.7271,0.3561,0.4167,0.0269,4.0033,4.121,3.4431,0.0326,0.0202,0.0157,0.0006,0.0014,0.0015,0.0543,3.6336,3.5793,3.5292,0.2254,0.0576,0,1.81276,1.19332,0.32988,0.11832,0.06408,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
122,1.85897,3,14.7016,2.5506,12.1475,0.0025,11.9155,11.6862,0.2252,0.2269,0.0225,3.7546,4.1537,3.6517,0.022,0.018,0.0118,0.0004,0.0013,0.001,0.0439,3.6476,3.6303,3.5681,0.2603,0.0389,0,2.31884,1.15612,0.90352,0.114,0.06128,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
123,1.87101,3,11.6049,2.1717,9.4297,0.0021,9.1615,8.8504,0.3066,0.2628,0.0209,2.6787,3.5293,2.4857,0.0346,0.0276,0.0187,0.0007,0.0023,0.002,0.0439,2.9816,3.1821,3.1439,0.2201,0.0426,0,1.59744,1.12088,0.22088,0.11148,0.06148,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
124,1.88544,3,13.8977,2.3793,11.5149,0.0021,11.2329,10.9877,0.2414,0.277,0.0208,3.5091,4.6919,2.6528,0.0292,0.0195,0.0118,0.0005,0.0015,0.002,0.0431,4.1123,3.7761,3.7257,0.312,0.0439,0,2.65244,2.06696,0.28612,0.13268,0.0698,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
125,1.90049,3,14.4011,2.2615,12.1363,0.0023,11.4118,11.1043,0.3031,0.7193,0.0209,3.2352,5.1469,2.5848,0.028,0.0204,0.0138,0.0005,0.0022,0.0017,0.0445,4.2767,3.5952,3.5492,0.3998,0.0465,0,2.37908,1.80664,0.28,0.12996,0.06756,0,0,317,159,97,645630,403747,205372,9,11,317,501,521,1
126,1.91599,3,15.2838,2.1541,13.1264,0.0025,12.5565,12.1046,0.4481,0.565,0.0214,2.9587,5.4282,3.502,0.0818,0.0429,0.0124,0.0005,0.0015,0.0016,0.0471,4.8635,3.8937,3.8146,0.2552,0.0427,0,1.92404,1.3466,0.2812,0.13164,0.06872,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
127,1.93139,3,15.2074,2.2703,12.9341,0.0024,12.4629,12.0892,0.3688,0.4654,0.0211,2.8956,4.812,3.989,0.058,0.1052,0.0396,0.0009,0.0031,0.0023,0.1535,4.2029,3.7524,3.6948,0.2887,0.0752,0,2.79196,2.27984,0.25368,0.11348,0.06168,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
128,1.94657,3,14.8918,3.0208,11.8678,0.0025,11.4916,11.1774,0.3096,0.3703,0.0237,3.3366,4.7188,2.9553,0.0364,0.0253,0.0156,0.0005,0.0018,0.0019,0.0546,4.1615,3.5402,3.4874,0.2674,0.056,0,2.1184,1.64708,0.23704,0.10036,0.05728,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
129,1.96236,3,15.5724,3.7668,11.8022,0.0025,11.3877,11.0091,0.3735,0.4085,0.0254,3.066,5.0038,2.7553,0.0377,0.0294,0.0172,0.0007,0.0023,0.0022,0.0617,4.4178,3.4929,3.4459,0.2394,0.0666,0,2.2188,1.73252,0.24092,0.10608,0.05936,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
130,1.97696,3,14.3462,2.5164,11.8263,0.0022,11.5358,11.2136,0.3174,0.2855,0.0252,3.6606,4.0875,3.3155,0.0332,0.0213,0.0145,0.0005,0.0015,0.0016,0.0459,3.5973,3.547,3.4915,0.2238,0.0465,0,2.30924,1.10132,0.96168,0.10648,0.05928,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
131,1.99238,3,15.2265,2.7522,12.4715,0.0157,12.1629,11.9293,0.2293,0.2893,0.0239,3.7576,4.3504,3.6933,0.0227,0.0186,0.0117,0.0005,0.0014,0.0015,0.041,3.8105,3.6022,3.5415,0.2502,0.0456,0,2.20248,1.71644,0.2412,0.10624,0.05884,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
132,2.00402,3,11.42,2.17,9.2473,0.0018,8.9095,8.6108,0.2935,0.333,0.0215,2.6531,3.5047,2.3315,0.0222,0.0204,0.011,0.0003,0.0014,0.0018,0.0382,3.0084,3.0949,3.057,0.2188,0.049,0,1.54576,1.082,0.21992,0.10632,0.05932,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
133,2.01848,3,14.2444,2.3632,11.8783,0.0021,11.5806,11.284,0.2918,0.2923,0.0252,3.2752,5.0237,2.8449,0.0297,0.0206,0.0121,0.0005,0.0014,0.0015,0.0434,4.1873,3.7133,3.6579,0.36,0.0551,0,2.6702,1.29308,1.07772,0.13212,0.06936,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
134,2.03407,3,15.3716,2.2561,13.1123,0.0025,12.4936,11.9851,0.5037,0.6133,0.0244,4.3527,4.437,2.9973,0.0425,0.0323,0.0198,0.0007,0.0019,0.0019,0.0676,3.815,3.6556,3.6059,0.3252,0.0688,0,2.66076,2.06992,0.29032,0.1324,0.06972,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
135,2.04919,3,14.7127,2.1129,12.597,0.002,12.0622,11.7251,0.3328,0.53,0.0201,2.9726,5.5492,3.0153,0.0397,0.0286,0.017,0.0008,0.0023,0.0021,0.0707,4.9233,3.7402,3.6877,0.3186,0.0504,0,2.66688,2.07748,0.28888,0.13232,0.06904,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
136,2.06473,3,15.2507,3.3331,11.9143,0.0026,11.579,11.2325,0.3411,0.3293,0.0282,2.842,5.3055,2.9168,0.0337,0.0266,0.0151,0.0005,0.0018,0.0016,0.0544,4.708,3.5446,3.4966,0.2905,0.06,0,3.18256,2.58852,0.29328,0.13228,0.06924,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
137,2.07958,3,14.6606,3.1573,11.5003,0.0024,11.1705,10.9099,0.2556,0.324,0.1122,3.2353,4.187,3.2576,0.0302,0.0203,0.0106,0.0005,0.0014,0.0013,0.048,3.6823,3.3023,3.2618,0.2293,0.0563,0,2.0516,1.29324,0.37084,0.13224,0.13384,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
138,2.09611,3,16.3305,2.72,13.6074,0.0021,13.3145,12.9972,0.3125,0.2879,0.0219,4.4203,4.4998,3.9038,0.0367,0.0273,0.0159,0.0006,0.002,0.0019,0.0603,3.8783,4.2974,4.2302,0.3095,0.0567,0,2.51848,1.21764,0.24392,0.12188,0.84012,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
139,2.11017,3,13.8108,2.6185,11.1893,0.0024,10.9483,10.7081,0.2358,0.2354,0.0257,3.4106,4.6881,2.4698,0.0252,0.0207,0.0146,0.0004,0.0013,0.0017,0.0441,4.0586,3.6075,3.5502,0.2998,0.044,0,1.80296,1.21296,0.31348,0.1206,0.06484,4e-05,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
140,2.1264,3,15.977,2.7923,13.1819,0.0023,12.8968,12.597,0.295,0.2803,0.0265,4.3709,4.7948,3.2835,0.0331,0.0219,0.0117,0.0005,0.0017,0.0011,0.0452,4.1863,3.9006,3.8402,0.4105,0.0479,0,2.23812,1.7494,0.2428,0.10644,0.05916,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
141,2.1434,3,16.7387,2.1245,14.6112,0.0023,14.172,13.3775,0.7894,0.4334,0.0263,4.7576,4.7524,3.5564,0.0834,0.0981,0.0189,0.0009,0.0022,0.0021,0.0713,4.0452,4.3216,4.2435,0.3538,0.0574,0,2.23576,1.74168,0.2454,0.10804,0.05956,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
142,2.15932,3,15.6217,2.6354,12.9824,0.0023,12.5835,12.2059,0.3721,0.3697,0.0246,4.3698,4.5158,3.1285,0.0345,0.0375,0.0183,0.0007,0.0021,0.0019,0.0648,3.8581,3.8181,3.753,0.34,0.0652,0,2.30416,1.80372,0.25004,0.10924,0.06012,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
143,2.176,3,16.2178,2.8516,13.3628,0.0022,12.7902,12.47,0.315,0.5672,0.022,3.5013,5.8924,2.9099,0.0337,0.0259,0.0158,0.0007,0.0018,0.0021,0.0575,5.2446,4.1307,4.0731,0.5454,0.0536,0,2.627,1.19784,0.26692,0.11912,0.06424,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
144,2.19301,3,16.7554,3.181,13.5716,0.0024,13.2852,12.9247,0.3554,0.2809,0.0223,3.202,4.7623,4.7788,0.0368,0.0294,0.017,0.0006,0.0022,0.0022,0.0642,4.2111,3.7853,3.7313,0.304,0.0619,0,2.81656,1.2214,1.31972,0.1198,0.064,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
145,2.20961,3,16.3694,3.1172,13.2491,0.0026,12.9804,12.6438,0.3311,0.2627,0.0251,4.2395,4.9198,3.301,0.0331,0.033,0.0185,0.0007,0.0019,0.0024,0.0613,4.3029,4.1253,4.067,0.3346,0.0592,0,2.4332,1.90192,0.26568,0.11564,0.06264,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
146,2.22558,3,15.73,2.5169,13.2097,0.0024,12.9056,12.597,0.3038,0.2979,0.0255,3.9392,4.5569,3.9387,0.0296,0.025,0.0158,0.0005,0.0019,0.0015,0.0552,3.9866,3.9195,3.8524,0.3422,0.0555,0,2.40652,1.15724,0.98268,0.11636,0.06316,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
147,2.24089,3,15.0824,2.8036,12.2757,0.0022,11.9406,11.5772,0.3582,0.3299,0.0225,3.2097,4.669,3.545,0.0334,0.0231,0.0139,0.0004,0.0022,0.0019,0.05,4.0678,4.0164,3.9545,0.381,0.0613,0,2.15928,1.19068,0.62492,0.11908,0.11448,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
148,2.2577,3,16.5367,2.4525,14.0803,0.0028,13.6558,13.2753,0.3747,0.4177,0.0229,3.2438,5.5683,4.0884,0.0581,0.0621,0.0472,0.0006,0.002,0.0021,0.1701,4.8716,4.0571,3.9939,0.3836,0.0551,0,1.87264,1.26596,0.3156,0.129,0.0678,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
149,2.27615,3,18.1582,3.3136,14.8413,0.0024,14.4316,14.0542,0.3717,0.4037,0.0233,2.9663,5.6026,5.2888,0.0422,0.0362,0.0193,0.0006,0.002,0.0021,0.0634,4.9573,3.9155,3.86,0.3381,0.0663,0,2.24892,1.74456,0.25288,0.10836,0.05988,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
150,2.29384,3,17.4355,3.2213,14.2105,0.0029,13.8669,13.5152,0.3464,0.3371,0.0266,4.1656,4.6176,4.5438,0.0419,0.0313,0.0195,0.0007,0.0021,0.0025,0.0563,4.0606,3.8891,3.8235,0.3446,0.0617,0,2.32804,1.8362,0.24524,0.1056,0.05896,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
151,2.31081,3,16.6654,3.093,13.5687,0.0026,13.264,12.9244,0.3343,0.2992,0.0245,3.6007,5.1884,3.9867,0.0325,0.0209,0.0129,0.0004,0.0015,0.0019,0.0478,4.5571,3.9782,3.9179,0.3477,0.0603,0,2.3892,1.3104,0.22388,0.1066,0.06064,0,0,318,159,98,645648,403747,205390,9,11,318,508,528,1
152,2.32637,3,15.3194,2.7431,12.5731,0.0022,12.2505,11.8574,0.3877,0.3175,0.0231,3.2002,4.9226,3.5615,0.0371,0.0276,0.0171,0.0006,0.002,0.002,0.057,4.2285,4.3332,4.2569,0.4455,0.0516,0,1.68332,1.20228,0.23988,0.10308,0.0584,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
153,2.34317,3,16.5911,2.4857,14.1023,0.0024,13.7828,13.2085,0.5687,0.314,0.0217,5.4772,4.5676,2.9689,0.044,0.0306,0.0187,0.0006,0.0021,0.002,0.064,3.9164,3.9474,3.8839,0.3525,0.0997,0,2.33568,1.14472,0.93232,0.11232,0.06104,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
154,2.36106,3,17.2845,3.5932,13.687,0.0023,13.2971,12.9555,0.3366,0.3844,0.0242,3.1333,5.1949,4.4521,0.041,0.032,0.0175,0.0006,0.0018,0.0017,0.0496,4.6061,4.0526,3.9865,0.3575,0.0611,0,2.38904,1.85816,0.26848,0.11436,0.06228,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
155,2.37738,3,15.5614,3.0537,12.5036,0.0023,12.2251,11.9096,0.3106,0.2727,0.0271,4.1178,4.4001,3.2165,0.036,0.0278,0.0173,0.0005,0.0021,0.0018,0.0559,3.867,3.8149,3.7557,0.272,0.0533,0,2.50932,1.25352,0.98404,0.1184,0.06416,4e-05,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
156,2.39464,3,16.3036,3.042,13.2575,0.0023,12.906,12.5398,0.3606,0.3457,0.0266,3.4965,5.2,3.6583,0.0347,0.0311,0.0186,0.0007,0.0024,0.0021,0.061,4.412,4.453,4.3553,0.4208,0.0639,0,2.49524,1.21312,1.0042,0.12084,0.065,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
157,2.41279,3,17.5185,3.102,14.4123,0.0021,14.0944,13.7284,0.3603,0.3121,0.0254,5.6071,4.8133,3.1059,0.0391,0.0393,0.0186,0.0007,0.0021,0.0023,0.0662,4.1554,4.2811,4.1902,0.3747,0.0611,0,2.64568,1.27944,1.06472,0.13272,0.06996,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
158,2.43086,3,17.4845,3.1262,14.3544,0.0023,14.0199,13.6573,0.3572,0.3284,0.0315,4.3158,5.0699,4.0781,0.0398,0.0325,0.0177,0.0008,0.0024,0.0022,0.0578,4.3585,4.3938,4.3028,0.3439,0.066,0,2.78584,1.28668,0.27124,0.13252,0.99492,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
159,2.44676,3,15.3271,2.6,12.7233,0.0024,12.3723,11.9209,0.4458,0.3451,0.0266,3.607,4.8418,3.1485,0.0436,0.0489,0.0171,0.0137,0.0301,0.0021,0.13,4.136,4.256,4.1698,0.3714,0.0653,0,1.96056,1.28572,0.27688,0.13292,0.06988,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
160,2.46397,3,16.6146,3.3,13.3105,0.0027,12.9612,12.5924,0.3635,0.343,0.0263,3.8504,5.7058,2.8316,0.0403,0.0351,0.0197,0.0008,0.0025,0.0021,0.0684,5.0917,4.3113,4.2351,0.3566,0.0649,0,2.67108,2.0692,0.30232,0.1324,0.06916,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
161,2.48001,3,15.4683,2.5726,12.8915,0.0024,12.4994,11.9459,0.5478,0.3862,0.0273,3.5589,4.8679,3.3277,0.0388,0.0304,0.0177,0.0006,0.0023,0.0019,0.0647,4.2153,4.4743,4.3846,0.3801,0.1559,0,1.95484,1.29224,0.36048,0.13248,0.07,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
162,2.49677,3,16.0689,2.9351,13.1294,0.0026,12.8001,12.4197,0.3733,0.3229,0.0276,4.2694,4.7703,3.172,0.0415,0.0338,0.0198,0.0007,0.0024,0.0023,0.071,4.0853,4.205,4.1219,0.3771,0.0682,0,2.87768,1.29956,1.27632,0.13328,0.0698,4e-05,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
163,2.51464,3,17.2959,2.7307,14.5609,0.003,14.2022,13.8335,0.3631,0.3523,0.0286,3.9941,5.6358,4.0142,0.0382,0.028,0.0176,0.0007,0.0017,0.0019,0.0642,4.9478,4.3849,4.3027,0.4364,0.0777,0,1.86388,1.28944,0.27196,0.13232,0.06964,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
164,2.53205,3,16.7067,2.9108,13.7921,0.0023,13.1748,12.6672,0.5017,0.6115,0.079,3.84,5.1217,3.3756,0.1253,0.03,0.0179,0.0006,0.0023,0.0017,0.0645,4.4205,4.4466,4.312,0.4194,0.0643,0,1.95836,1.27912,0.376,0.13252,0.07012,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
165,2.54852,3,15.8596,2.5813,13.2745,0.0026,12.7831,12.3271,0.4434,0.4854,0.0237,4.279,4.6002,3.1899,0.0412,0.0289,0.0196,0.0007,0.0025,0.0019,0.1314,3.9296,4.0574,3.9821,0.3595,0.0665,0,2.67708,1.30236,1.0726,0.13288,0.06932,4e-05,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
166,2.56712,3,17.981,3.8968,14.0802,0.0027,13.6648,13.2582,0.4004,0.4087,0.0566,3.921,5.9118,3.1848,0.0534,0.0333,0.0181,0.0009,0.0018,0.0018,0.0663,5.1474,4.212,4.1254,0.3608,0.0705,0,3.36284,1.35768,0.27744,0.1348,0.0696,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
167,2.58538,3,17.6542,3.0548,14.5948,0.0025,14.2341,13.7814,0.447,0.3546,0.0291,4.0675,5.485,4.0387,0.0403,0.0287,0.0163,0.0006,0.0017,0.0017,0.0639,4.7526,4.4198,4.3318,0.5163,0.0726,0,2.70128,1.29416,0.27328,0.1326,0.89852,0,0,319,159,99,665132,403747,224874,9,11,319,515,535,1
