FrameIndex,TimeSec,LevelIndex,CPU_Frame_Total,CPU_Update_Total,CPU_Render_Total,CPU_BeginDraw,CPU_Draw_Total,CPU_Renderer_Draw,CPU_Level_Render,CPU_Present,CPU_Render_Priority,CPU_Render_Shadow,CPU_Render_NonBlend,CPU_Render_OutlineMask,CPU_Render_Lights,CPU_Render_Combined,CPU_Render_PostProcess,CPU_Render_NonLight,CPU_Render_Blend,CPU_Render_UI,CPU_Render_Debug,CPU_RenderProfile_BindAndDraw,CPU_Model_BindBoneMatrices,CPU_Mesh_BindBoneMatrices,CPU_Model_BindMaterial,CPU_Draw_Text,CPU_Render_ProfilerOverlay,GPU_Frame_Total,GPU_Render_Shadow,GPU_Render_NonBlend,GPU_Render_Lights,GPU_Render_Combined,GPU_Render_Blend,GPU_Render_UI,DrawCalls_Total,DrawCalls_Shadow,DrawCalls_NonBlend,Triangles_Total,Triangles_Shadow,Triangles_NonBlend,Objects_Shadow,Objects_NonBlend,ShaderBeginCount,MaterialBindCount,TextureBindCount,TextDrawCalls
68,0.946044,3,21.2868,3.0825,18.2007,0.0024,17.8748,17.5272,0.3423,0.3206,0.0222,4.2076,8.3704,4.7794,0.0393,0.0253,0.016,0.0006,0.0019,0.0017,0.0559,7.6206,5.4596,5.3847,0.7102,0.0632,0,2.44664,1.74068,0.4224,0.13192,0.05916,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
69,0.966341,3,20.0987,2.6249,17.4707,0.0026,17.1348,16.8713,0.259,0.3297,0.027,6.0766,6.9656,3.6844,0.0312,0.02,0.0122,0.0005,0.002,0.0013,0.0449,6.1581,5.283,5.2122,0.6443,0.044,0,1.62024,0.93736,0.399,0.13244,0.05924,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
70,0.987587,3,21.0122,3.127,17.8815,0.0026,17.3742,16.9187,0.4501,0.5012,0.026,4.6382,6.6041,5.5242,0.0354,0.0206,0.0125,0.0005,0.0018,0.0016,0.0476,5.9442,5.3611,5.2914,0.5061,0.0575,0,2.19396,1.48468,0.41964,0.13204,0.05976,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
71,1.00828,3,20.3271,3.1661,17.1572,0.0024,16.8359,16.425,0.4057,0.3153,0.0246,4.9973,6.5689,4.6521,0.046,0.0342,0.0197,0.0006,0.0024,0.0021,0.0701,5.8955,5.2875,5.2151,0.5444,0.0635,0,2.42628,1.71872,0.41996,0.1322,0.06012,0,4e-05,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
72,1.02949,3,21.0124,3.6463,17.363,0.0019,17.0299,16.7724,0.2533,0.3283,0.0215,4.149,7.0245,5.4505,0.0356,0.0216,0.0127,0.0007,0.0016,0.0019,0.0472,6.2462,5.9154,5.8129,0.6841,0.049,0,2.5038,1.79688,0.4226,0.13192,0.05916,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
73,1.0509,3,21.2099,2.5079,18.6993,0.0025,18.3924,18.1428,0.2453,0.302,0.0226,5.9019,8.2662,3.8246,0.0343,0.0217,0.0136,0.0006,0.0016,0.0015,0.0482,7.3282,5.7465,5.6706,0.9582,0.0494,0,1.62824,0.94188,0.40044,0.1324,0.06,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
74,1.07124,3,20.1404,2.7274,17.4093,0.0021,16.9811,16.5854,0.3906,0.4222,0.0222,4.7912,7.3566,4.2535,0.0448,0.0341,0.0154,0.0005,0.0017,0.0012,0.0579,6.648,5.926,5.839,0.5866,0.067,0,1.70316,0.93924,0.47288,0.1322,0.06004,4e-05,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
75,1.09219,3,20.5996,3.3116,17.284,0.0025,16.9025,16.3395,0.5582,0.3759,0.0239,5.6152,6.195,4.371,0.0356,0.0227,0.0135,0.0005,0.0019,0.0018,0.0519,5.4966,5.6012,5.5275,0.5758,0.1494,0,1.629,0.94636,0.39736,0.13184,0.06068,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
76,1.11417,3,21.677,3.3781,18.2952,0.0022,17.9988,17.6888,0.3059,0.2912,0.0223,4.0891,8.2255,5.2278,0.0359,0.0204,0.012,0.0005,0.0019,0.0016,0.0466,7.4815,5.6345,5.5522,0.6766,0.0478,0,3.10044,0.9494,1.86776,0.132,0.05908,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
77,1.13391,3,19.5492,2.5396,17.0071,0.0021,16.7025,16.3996,0.298,0.2996,0.0212,4.7889,7.6194,3.7976,0.0384,0.03,0.0179,0.0006,0.002,0.014,0.0631,6.7793,5.5589,5.4686,0.8222,0.0468,0,2.45344,0.93828,0.4076,0.1324,0.87652,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
78,1.15546,3,21.3522,2.7674,18.5815,0.0025,18.1734,17.8665,0.3018,0.4019,0.0247,4.6286,7.2662,5.8286,0.0309,0.0212,0.0122,0.0005,0.0015,0.0015,0.0452,6.5508,5.8578,5.7716,0.5259,0.0581,0,2.41816,0.9484,1.18252,0.13236,0.05996,4e-05,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
79,1.17523,3,19.5706,2.5627,17.0051,0.0023,16.3443,15.9428,0.3958,0.6552,0.0221,4.9971,6.391,4.3937,0.0322,0.0232,0.0154,0.0005,0.0014,0.0014,0.0592,5.636,5.4892,5.4131,0.5815,0.0694,0,2.5426,0.95072,0.4114,0.13236,0.94832,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
80,1.19573,3,20.2303,3.2575,16.9695,0.0022,16.6533,16.2179,0.431,0.3109,0.0226,4.0652,6.9436,4.9308,0.0655,0.0202,0.0129,0.0005,0.0016,0.0015,0.1461,6.1473,5.5093,5.4375,0.682,0.0442,0,2.9304,2.22052,0.42704,0.13224,0.05892,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
81,1.2176,3,21.5787,2.4652,19.1097,0.0024,18.7092,18.3262,0.3777,0.3945,0.0271,6.4398,7.53,4.1935,0.0314,0.0242,0.015,0.0005,0.0022,0.0021,0.054,6.6999,5.9286,5.8446,0.7748,0.1222,0,1.71616,1.00804,0.42076,0.13212,0.0594,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
82,1.23764,3,19.7633,3.0589,16.7,0.0026,16.2786,15.8975,0.3764,0.4151,0.0271,5.2557,6.3809,4.1006,0.0401,0.0221,0.0132,0.0005,0.0017,0.0022,0.0474,5.7547,5.6483,5.569,0.4821,0.0586,0,1.69396,0.9342,0.47564,0.132,0.05988,0,0,480,189,200,1004079,427719,515877,13,15,480,1114,1134,1
83,1.25306,3,15.0895,2.9124,12.173,0.0022,11.8631,11.3691,0.49,0.3046,0.0245,3.9589,3.5676,3.5818,0.0374,0.0257,0.052,0.0013,0.003,0.0017,0.1083,3.0742,3.7612,3.7072,0.2259,0.0689,0,2.20728,0.94176,0.90716,0.13392,0.07352,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
84,1.26824,3,14.9637,2.7952,12.1654,0.0024,11.7756,11.4257,0.345,0.3844,0.0244,3.5573,5.0803,2.617,0.0342,0.0267,0.0165,0.0006,0.0019,0.0017,0.0586,4.4177,3.8905,3.8339,0.3632,0.0583,0,2.69608,1.35588,1.04188,0.1324,0.07,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
85,1.28319,3,14.6815,2.6211,12.0575,0.0022,11.7374,11.4203,0.3124,0.3151,0.0228,3.5921,5.1207,2.5616,0.0305,0.0214,0.0133,0.0005,0.0015,0.0014,0.0475,4.3211,3.8773,3.8216,0.4675,0.0564,0,2.67584,1.30916,1.06996,0.1324,0.06944,4e-05,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
86,1.29834,3,14.9561,2.7408,12.2125,0.0026,11.9382,11.595,0.3382,0.2685,0.0261,3.3399,4.4923,3.5758,0.0391,0.0286,0.0186,0.0006,0.0028,0.0021,0.0613,3.869,3.9708,3.9,0.4415,0.0539,0,2.76208,2.19448,0.27012,0.13232,0.06936,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
87,1.31346,3,14.9303,2.5565,12.3708,0.0025,11.9479,11.608,0.3348,0.4169,0.0264,4.4292,4.0741,2.9258,0.0388,0.0287,0.0154,0.0006,0.0025,0.002,0.0577,3.476,3.645,3.5903,0.2787,0.0567,0,2.71588,1.30564,1.11256,0.13236,0.06948,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
88,1.33487,3,21.0609,3.3111,17.746,0.0024,17.3902,16.9777,0.4059,0.3498,0.032,4.8774,7.0831,4.8217,0.046,0.0256,0.0172,0.0008,0.0023,0.0022,0.0619,6.4572,3.8235,3.7657,0.3557,0.0719,0,2.6554,2.08232,0.2752,0.13244,0.06956,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
89,1.35008,3,14.8764,3.4143,11.4589,0.0024,11.1132,10.7259,0.3816,0.3405,0.023,2.8155,4.6513,3.0686,0.0406,0.0307,0.0171,0.0007,0.0021,0.0021,0.0673,3.9892,3.1737,3.134,0.2614,0.061,0,2.724,2.15376,0.27404,0.13244,0.06876,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
90,1.36605,3,15.7246,3.3492,12.3723,0.0025,12.0007,11.6182,0.3769,0.3657,0.0275,4.1292,4.2696,3.0401,0.0389,0.0265,0.0154,0.0006,0.0017,0.0021,0.0597,3.7432,3.7624,3.6891,0.2501,0.0564,0,2.77476,1.29712,1.17708,0.13372,0.06996,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
91,1.38061,3,14.2822,2.678,11.5998,0.0023,11.3161,11.0118,0.2992,0.2787,0.0255,3.3471,4.9719,2.55,0.0284,0.0207,0.013,0.0005,0.0014,0.0015,0.0456,4.3181,3.6887,3.6344,0.3363,0.0585,0,1.93084,1.30356,0.32888,0.13248,0.0698,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
92,1.39656,3,15.4653,2.7384,12.7233,0.0023,12.4467,12.0578,0.3839,0.2708,0.026,4.0103,4.4389,3.2637,0.1078,0.0262,0.0158,0.0005,0.0021,0.002,0.1575,3.8638,4.1554,4.0946,0.3516,0.0558,0,4.41796,3.8414,0.2664,0.12792,0.06788,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
93,1.41222,3,15.1589,2.4758,12.6793,0.0025,12.2954,11.9036,0.3861,0.3782,0.0251,4.1503,4.562,2.9923,0.0524,0.0301,0.0199,0.0005,0.0035,0.0019,0.0592,3.9296,3.792,3.7367,0.346,0.0694,0,2.01676,1.31596,0.26412,0.12696,0.1996,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
94,1.42747,3,14.4342,3.1139,11.3169,0.0024,11.0175,10.6549,0.3577,0.2941,0.0238,3.3981,4.1409,2.8466,0.0536,0.0792,0.0585,0.0005,0.0018,0.0017,0.0445,3.5802,3.7765,3.7218,0.2934,0.0605,0,2.00156,1.29256,0.33572,0.1318,0.12504,0,0,316,159,96,639778,403747,199520,9,11,316,494,514,1
